proj,tp_mode,base_m,m,tp,k,n,time_us,tflops,status
qkv_proj,column,131072,3145728,24,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 72.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 71.00 GiB is free. Including non-PyTorch memory, this process has 113.29 GiB memory in use. Of the allocated memory 112.51 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,3276800,25,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 75.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 66.31 GiB is free. Including non-PyTorch memory, this process has 117.98 GiB memory in use. Of the allocated memory 117.20 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,3407872,26,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 78.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 61.63 GiB is free. Including non-PyTorch memory, this process has 122.67 GiB memory in use. Of the allocated memory 121.88 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,3538944,27,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 81.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 56.94 GiB is free. Including non-PyTorch memory, this process has 127.36 GiB memory in use. Of the allocated memory 126.57 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,3670016,28,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 84.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 52.25 GiB is free. Including non-PyTorch memory, this process has 132.04 GiB memory in use. Of the allocated memory 131.26 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,3801088,29,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 87.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 47.56 GiB is free. Including non-PyTorch memory, this process has 136.73 GiB memory in use. Of the allocated memory 135.95 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,3932160,30,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 90.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 42.88 GiB is free. Including non-PyTorch memory, this process has 141.42 GiB memory in use. Of the allocated memory 140.63 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4063232,31,6144,768,,,"ERR: CUDA out of memory. Tried to allocate 93.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 38.19 GiB is free. Including non-PyTorch memory, this process has 146.11 GiB memory in use. Of the allocated memory 145.32 GiB is allocated by PyTorch, and 11.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4194304,32,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 96.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 34.50 GiB is free. Including non-PyTorch memory, this process has 149.79 GiB memory in use. Of the allocated memory 149.01 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4325376,33,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 99.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 29.85 GiB is free. Including non-PyTorch memory, this process has 154.45 GiB memory in use. Of the allocated memory 153.66 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4456448,34,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 102.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 25.19 GiB is free. Including non-PyTorch memory, this process has 159.11 GiB memory in use. Of the allocated memory 158.32 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4587520,35,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 105.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 20.51 GiB is free. Including non-PyTorch memory, this process has 163.76 GiB memory in use. Of the allocated memory 162.98 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4718592,36,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 108.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 15.84 GiB is free. Including non-PyTorch memory, this process has 168.42 GiB memory in use. Of the allocated memory 167.63 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4849664,37,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 111.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 11.17 GiB is free. Including non-PyTorch memory, this process has 173.07 GiB memory in use. Of the allocated memory 172.29 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,4980736,38,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 114.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 6.51 GiB is free. Including non-PyTorch memory, this process has 177.73 GiB memory in use. Of the allocated memory 176.94 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5111808,39,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 117.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 1.84 GiB is free. Including non-PyTorch memory, this process has 182.39 GiB memory in use. Of the allocated memory 181.60 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5242880,40,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 60.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 57.18 GiB is free. Including non-PyTorch memory, this process has 127.04 GiB memory in use. Of the allocated memory 126.26 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5373952,41,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 61.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 53.42 GiB is free. Including non-PyTorch memory, this process has 130.20 GiB memory in use. Of the allocated memory 129.41 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5505024,42,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 63.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 50.94 GiB is free. Including non-PyTorch memory, this process has 133.36 GiB memory in use. Of the allocated memory 132.57 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5636096,43,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 64.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 47.78 GiB is free. Including non-PyTorch memory, this process has 136.51 GiB memory in use. Of the allocated memory 135.73 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5767168,44,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 66.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 44.63 GiB is free. Including non-PyTorch memory, this process has 139.67 GiB memory in use. Of the allocated memory 138.88 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,5898240,45,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 67.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 41.47 GiB is free. Including non-PyTorch memory, this process has 142.82 GiB memory in use. Of the allocated memory 142.04 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6029312,46,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 69.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 38.31 GiB is free. Including non-PyTorch memory, this process has 145.98 GiB memory in use. Of the allocated memory 145.19 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6160384,47,6144,640,,,"ERR: CUDA out of memory. Tried to allocate 70.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 35.16 GiB is free. Including non-PyTorch memory, this process has 149.14 GiB memory in use. Of the allocated memory 148.35 GiB is allocated by PyTorch, and 12.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6291456,48,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 72.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 33.50 GiB is free. Including non-PyTorch memory, this process has 150.79 GiB memory in use. Of the allocated memory 150.01 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6422528,49,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 73.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 30.38 GiB is free. Including non-PyTorch memory, this process has 153.92 GiB memory in use. Of the allocated memory 153.13 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6553600,50,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 75.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 27.25 GiB is free. Including non-PyTorch memory, this process has 157.04 GiB memory in use. Of the allocated memory 156.26 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6684672,51,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 76.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 24.13 GiB is free. Including non-PyTorch memory, this process has 160.17 GiB memory in use. Of the allocated memory 159.38 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6815744,52,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 78.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 21.00 GiB is free. Including non-PyTorch memory, this process has 163.29 GiB memory in use. Of the allocated memory 162.51 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,6946816,53,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 79.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 17.88 GiB is free. Including non-PyTorch memory, this process has 166.42 GiB memory in use. Of the allocated memory 165.63 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7077888,54,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 81.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 14.75 GiB is free. Including non-PyTorch memory, this process has 169.54 GiB memory in use. Of the allocated memory 168.76 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7208960,55,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 82.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 11.63 GiB is free. Including non-PyTorch memory, this process has 172.67 GiB memory in use. Of the allocated memory 171.88 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7340032,56,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 84.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 8.50 GiB is free. Including non-PyTorch memory, this process has 175.79 GiB memory in use. Of the allocated memory 175.01 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7471104,57,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 85.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 5.38 GiB is free. Including non-PyTorch memory, this process has 178.92 GiB memory in use. Of the allocated memory 178.13 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7602176,58,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 87.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 2.25 GiB is free. Including non-PyTorch memory, this process has 182.04 GiB memory in use. Of the allocated memory 181.26 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7733248,59,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 88.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 87.63 GiB is free. Including non-PyTorch memory, this process has 96.67 GiB memory in use. Of the allocated memory 95.88 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7864320,60,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 90.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 86.00 GiB is free. Including non-PyTorch memory, this process has 98.29 GiB memory in use. Of the allocated memory 97.51 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,7995392,61,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 91.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 84.38 GiB is free. Including non-PyTorch memory, this process has 99.92 GiB memory in use. Of the allocated memory 99.13 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8126464,62,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 93.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 82.75 GiB is free. Including non-PyTorch memory, this process has 101.54 GiB memory in use. Of the allocated memory 100.76 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8257536,63,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 94.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 81.13 GiB is free. Including non-PyTorch memory, this process has 103.17 GiB memory in use. Of the allocated memory 102.38 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8388608,64,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 96.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 79.50 GiB is free. Including non-PyTorch memory, this process has 104.79 GiB memory in use. Of the allocated memory 104.01 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8519680,65,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 97.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 77.88 GiB is free. Including non-PyTorch memory, this process has 106.42 GiB memory in use. Of the allocated memory 105.63 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8650752,66,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 99.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 76.25 GiB is free. Including non-PyTorch memory, this process has 108.04 GiB memory in use. Of the allocated memory 107.26 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8781824,67,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 100.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 74.63 GiB is free. Including non-PyTorch memory, this process has 109.67 GiB memory in use. Of the allocated memory 108.88 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,8912896,68,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 102.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 73.00 GiB is free. Including non-PyTorch memory, this process has 111.29 GiB memory in use. Of the allocated memory 110.51 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,9043968,69,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 103.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 71.38 GiB is free. Including non-PyTorch memory, this process has 112.92 GiB memory in use. Of the allocated memory 112.13 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,9175040,70,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 105.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 69.75 GiB is free. Including non-PyTorch memory, this process has 114.54 GiB memory in use. Of the allocated memory 113.76 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,9306112,71,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 106.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 68.13 GiB is free. Including non-PyTorch memory, this process has 116.17 GiB memory in use. Of the allocated memory 115.38 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,9437184,72,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 108.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 66.50 GiB is free. Including non-PyTorch memory, this process has 117.79 GiB memory in use. Of the allocated memory 117.01 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
o_proj,row,16384,16384,1,12288,6144,795.8,3109,OK
o_proj,row,16384,32768,2,6144,6144,784.1,3155,OK
o_proj,row,16384,49152,3,4096,6144,767.7,3223,OK
o_proj,row,16384,65536,4,3072,6144,769.3,3216,OK
o_proj,row,16384,81920,5,2560,6144,822.9,3132,OK
o_proj,row,16384,98304,6,2048,6144,804.9,3074,OK
o_proj,row,16384,114688,7,1792,6144,823.7,3066,OK
o_proj,row,16384,131072,8,1536,6144,833.7,2968,OK
o_proj,row,16384,147456,9,1408,6144,887.4,2875,OK
o_proj,row,16384,163840,10,1280,6144,911.7,2826,OK
o_proj,row,16384,180224,11,1152,6144,940.7,2712,OK
o_proj,row,16384,196608,12,1024,6144,923.8,2678,OK
o_proj,row,16384,212992,13,1024,6144,993.2,2699,OK
o_proj,row,16384,229376,14,896,6144,985.7,2562,OK
o_proj,row,16384,245760,15,896,6144,1061.0,2550,OK
o_proj,row,16384,262144,16,768,6144,1010.0,2449,OK
o_proj,row,16384,278528,17,768,6144,1057.0,2487,OK
o_proj,row,16384,294912,18,768,6144,1125.0,2474,OK
o_proj,row,16384,311296,19,768,6144,1191.0,2467,OK
o_proj,row,16384,327680,20,640,6144,1121.0,2299,OK
o_proj,row,16384,344064,21,640,6144,1177.0,2299,OK
o_proj,row,16384,360448,22,640,6144,1238.0,2290,OK
o_proj,row,16384,376832,23,640,6144,1289.0,2299,OK
