total_tokens,ep,tp,num_experts,tokens_per_expert,aligned_m,total_m,hidden_size,intermediate_size_per_tp,topk,time_us,tflops,diff,status
262144,1,11,256,11264,11264,2883584,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,12,256,12288,12288,3145728,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,13,256,13312,13312,3407872,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,14,256,14336,14336,3670016,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,15,256,15360,15360,3932160,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,16,256,16384,16384,4194304,7168,128,8,12661.0,608,,OK
262144,1,17,256,17408,17408,4456448,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,18,256,18432,18432,4718592,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,19,256,19456,19456,4980736,7168,108,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,20,256,20480,20480,5242880,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,21,256,21504,21504,5505024,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,22,256,22528,22528,5767168,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,23,256,23552,23552,6029312,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,24,256,24576,24576,6291456,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,25,256,25600,25600,6553600,7168,82,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,26,256,26624,26624,6815744,7168,79,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,27,256,27648,27648,7077888,7168,76,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,28,256,28672,28672,7340032,7168,74,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,29,256,29696,29696,7602176,7168,71,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,30,256,30720,30720,7864320,7168,69,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,31,256,31744,31744,8126464,7168,67,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,32,256,32768,32768,8388608,7168,64,8,20316.0,379,,OK
262144,1,33,256,33792,33792,8650752,7168,63,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,34,256,34816,34816,8912896,7168,61,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,35,256,35840,35840,9175040,7168,59,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,36,256,36864,36864,9437184,7168,57,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,37,256,37888,37888,9699328,7168,56,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,38,256,38912,38912,9961472,7168,54,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,39,256,39936,39936,10223616,7168,53,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,40,256,40960,40960,10485760,7168,52,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,41,256,41984,41984,10747904,7168,50,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,42,256,43008,43008,11010048,7168,49,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,43,256,44032,44032,11272192,7168,48,8,35099.0,221,,OK
262144,1,44,256,45056,45056,11534336,7168,47,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,45,256,46080,46080,11796480,7168,46,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,46,256,47104,47104,12058624,7168,45,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,47,256,48128,48128,12320768,7168,44,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,48,256,49152,49152,12582912,7168,43,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,1,49,256,50176,50176,12845056,7168,42,8,,,,"ERR: CUDA out of memory. Tried to allocate 6.12 GiB. GPU 0 has a total capacity of 184.31 GiB of which 3.14 GiB is free. Including non-PyTorch memory, this process has 181.15 GiB memory in use. Of the allocated memory 178.82 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,50,256,51200,51200,13107200,7168,41,8,,,,"ERR: CUDA out of memory. Tried to allocate 3.12 GiB. GPU 0 has a total capacity of 184.31 GiB of which 2.64 GiB is free. Including non-PyTorch memory, this process has 181.65 GiB memory in use. Of the allocated memory 179.31 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,51,256,52224,52224,13369344,7168,41,8,,,,"ERR: CUDA out of memory. Tried to allocate 3.19 GiB. GPU 0 has a total capacity of 184.31 GiB of which 2.27 GiB is free. Including non-PyTorch memory, this process has 182.03 GiB memory in use. Of the allocated memory 179.71 GiB is allocated by PyTorch, and 1.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,52,256,53248,53248,13631488,7168,40,8,,,,"ERR: CUDA out of memory. Tried to allocate 182.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.20 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,53,256,54272,54272,13893632,7168,39,8,,,,"ERR: CUDA out of memory. Tried to allocate 185.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,54,256,55296,55296,14155776,7168,38,8,,,,"ERR: CUDA out of memory. Tried to allocate 189.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.18 GiB is allocated by PyTorch, and 1.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,55,256,56320,56320,14417920,7168,38,8,,,,"ERR: CUDA out of memory. Tried to allocate 192.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.20 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,56,256,57344,57344,14680064,7168,37,8,,,,"ERR: CUDA out of memory. Tried to allocate 196.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,57,256,58368,58368,14942208,7168,36,8,,,,"ERR: CUDA out of memory. Tried to allocate 199.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.18 GiB is allocated by PyTorch, and 1.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,58,256,59392,59392,15204352,7168,36,8,,,,"ERR: CUDA out of memory. Tried to allocate 203.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.20 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,59,256,60416,60416,15466496,7168,35,8,,,,"ERR: CUDA out of memory. Tried to allocate 206.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,60,256,61440,61440,15728640,7168,35,8,,,,"ERR: CUDA out of memory. Tried to allocate 210.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.20 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,61,256,62464,62464,15990784,7168,34,8,,,,"ERR: CUDA out of memory. Tried to allocate 213.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,62,256,63488,63488,16252928,7168,34,8,,,,"ERR: CUDA out of memory. Tried to allocate 217.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.21 GiB is allocated by PyTorch, and 1.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,63,256,64512,64512,16515072,7168,33,8,,,,"ERR: CUDA out of memory. Tried to allocate 220.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,64,256,65536,65536,16777216,7168,32,8,,,,"ERR: CUDA out of memory. Tried to allocate 224.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.17 GiB is allocated by PyTorch, and 1.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,65,256,66560,66560,17039360,7168,32,8,,,,"ERR: CUDA out of memory. Tried to allocate 227.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,66,256,67584,67584,17301504,7168,32,8,,,,"ERR: CUDA out of memory. Tried to allocate 231.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.21 GiB is allocated by PyTorch, and 1.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,67,256,68608,68608,17563648,7168,31,8,,,,"ERR: CUDA out of memory. Tried to allocate 234.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,68,256,69632,69632,17825792,7168,31,8,,,,"ERR: CUDA out of memory. Tried to allocate 238.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.20 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,69,256,70656,70656,18087936,7168,30,8,,,,"ERR: CUDA out of memory. Tried to allocate 241.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.18 GiB is allocated by PyTorch, and 1.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,70,256,71680,71680,18350080,7168,30,8,,,,"ERR: CUDA out of memory. Tried to allocate 245.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.20 GiB is allocated by PyTorch, and 1.55 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,71,256,72704,72704,18612224,7168,29,8,,,,"ERR: CUDA out of memory. Tried to allocate 248.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.17 GiB is allocated by PyTorch, and 1.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,1,72,256,73728,73728,18874368,7168,29,8,,,,"ERR: CUDA out of memory. Tried to allocate 252.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 180.77 GiB is free. Including non-PyTorch memory, this process has 3.53 GiB memory in use. Of the allocated memory 1.19 GiB is allocated by PyTorch, and 1.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
262144,2,1,128,2048,2048,262144,7168,2048,8,3039.0,2533,,OK
262144,2,2,128,4096,4096,524288,7168,1024,8,3321.0,2318,,OK
262144,2,3,128,6144,6144,786432,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,4,128,8192,8192,1048576,7168,512,8,4229.0,1820,,OK
262144,2,5,128,10240,10240,1310720,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,6,128,12288,12288,1572864,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,7,128,14336,14336,1835008,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,8,128,16384,16384,2097152,7168,256,8,6148.0,1252,,OK
262144,2,9,128,18432,18432,2359296,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,10,128,20480,20480,2621440,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,11,128,22528,22528,2883584,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,12,128,24576,24576,3145728,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,13,128,26624,26624,3407872,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,14,128,28672,28672,3670016,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,15,128,30720,30720,3932160,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,16,128,32768,32768,4194304,7168,128,8,12440.0,619,,OK
262144,2,17,128,34816,34816,4456448,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,18,128,36864,36864,4718592,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,19,128,38912,38912,4980736,7168,108,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,20,128,40960,40960,5242880,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,21,128,43008,43008,5505024,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,22,128,45056,45056,5767168,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,23,128,47104,47104,6029312,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,24,128,49152,49152,6291456,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,25,128,51200,51200,6553600,7168,82,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,26,128,53248,53248,6815744,7168,79,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,27,128,55296,55296,7077888,7168,76,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
262144,2,28,128,57344,57344,7340032,7168,74,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
