total_tokens,ep,tp,num_experts,tokens_per_expert,max_m,total_valid_m,hidden_size,intermediate_size_per_tp,topk,time_us,tflops,diff,status
1344,3,20,86,313,384,26918,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,3,21,86,329,384,28294,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,3,22,86,344,384,29584,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,3,23,86,360,384,30960,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,3,24,86,376,384,32336,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,1,64,21,128,1344,7168,2048,8,165.9,238,0.000724,OK
1344,4,2,64,42,128,2688,7168,1024,8,94.2,419,0.000722,OK
1344,4,3,64,63,128,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,4,64,84,128,5376,7168,512,8,61.2,644,0.000719,OK
1344,4,5,64,105,128,6720,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,6,64,126,128,8064,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,7,64,147,256,9408,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,8,64,168,256,10752,7168,256,8,62.2,635,0.000721,OK
1344,4,9,64,189,256,12096,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,10,64,210,256,13440,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,11,64,231,256,14784,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,12,64,252,256,16128,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,13,64,273,384,17472,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,14,64,294,384,18816,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,15,64,315,384,20160,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,16,64,336,384,21504,7168,128,8,74.7,528,0.000721,OK
1344,4,17,64,357,384,22848,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,4,18,64,378,384,24192,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,1,52,26,128,1352,7168,2048,8,138.4,287,0.000725,OK
1344,5,2,52,52,128,2704,7168,1024,8,77.5,512,0.000722,OK
1344,5,3,52,78,128,4056,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,4,52,104,128,5408,7168,512,8,50.6,785,0.000722,OK
1344,5,5,52,130,256,6760,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,6,52,156,256,8112,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,7,52,181,256,9412,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,8,52,207,256,10764,7168,256,8,51.1,774,0.000721,OK
1344,5,9,52,233,256,12116,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,10,52,259,384,13468,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,11,52,285,384,14820,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,12,52,311,384,16172,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,13,52,336,384,17472,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,5,14,52,362,384,18824,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,1,43,32,128,1376,7168,2048,8,117.1,345,0.000720,OK
1344,6,2,43,63,128,2709,7168,1024,8,65.9,603,0.000720,OK
1344,6,3,43,94,128,4042,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,4,43,126,128,5418,7168,512,8,42.6,934,0.000721,OK
1344,6,5,43,157,256,6751,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,6,43,188,256,8084,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,7,43,219,256,9417,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,8,43,251,256,10793,7168,256,8,42.4,935,0.000719,OK
1344,6,9,43,282,384,12126,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,10,43,313,384,13459,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,11,43,344,384,14792,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,6,12,43,376,384,16168,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,7,1,37,37,128,1369,7168,2048,8,102.5,392,0.000720,OK
1344,7,2,37,73,128,2701,7168,1024,8,57.4,691,0.000721,OK
1344,7,3,37,109,128,4033,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,7,4,37,146,256,5402,7168,512,8,49.9,795,0.000719,OK
1344,7,5,37,182,256,6734,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,7,6,37,218,256,8066,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,7,7,37,255,256,9435,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,7,8,37,291,384,10767,7168,256,8,51.7,765,0.000718,OK
1344,7,9,37,327,384,12099,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,7,10,37,364,384,13468,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,8,1,32,42,128,1344,7168,2048,8,91.7,430,0.000719,OK
1344,8,2,32,84,128,2688,7168,1024,8,50.9,775,0.000720,OK
1344,8,3,32,126,128,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,8,4,32,168,256,5376,7168,512,8,42.7,923,0.000721,OK
1344,8,5,32,210,256,6720,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,8,6,32,252,256,8064,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,8,7,32,294,384,9408,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,8,8,32,336,384,10752,7168,256,8,45.0,877,0.000718,OK
1344,8,9,32,378,384,12096,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,9,1,29,47,128,1363,7168,2048,8,84.9,471,0.000720,OK
1344,9,2,29,93,128,2697,7168,1024,8,47.2,838,0.000719,OK
1344,9,3,29,140,256,4060,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,9,4,29,186,256,5394,7168,512,8,39.5,1002,0.000719,OK
1344,9,5,29,232,256,6728,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,9,6,29,279,384,8091,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,9,7,29,325,384,9425,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,9,8,29,371,384,10759,7168,256,8,41.7,947,0.000719,OK
1344,10,1,26,52,128,1352,7168,2048,8,77.2,514,0.000721,OK
1344,10,2,26,104,128,2704,7168,1024,8,43.1,922,0.000718,OK
1344,10,3,26,156,256,4056,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,10,4,26,207,256,5382,7168,512,8,36.0,1097,0.000717,OK
1344,10,5,26,259,384,6734,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,10,6,26,311,384,8086,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,10,7,26,362,384,9412,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,11,1,24,56,128,1344,7168,2048,8,71.8,549,0.000718,OK
1344,11,2,24,112,128,2688,7168,1024,8,39.7,994,0.000718,OK
1344,11,3,24,168,256,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,11,4,24,224,256,5376,7168,512,8,34.6,1140,0.000718,OK
1344,11,5,24,280,384,6720,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,11,6,24,336,384,8064,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,12,1,22,62,128,1364,7168,2048,8,66.6,601,0.000719,OK
1344,12,2,22,123,128,2706,7168,1024,8,37.3,1064,0.000720,OK
1344,12,3,22,184,256,4048,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,12,4,22,245,256,5390,7168,512,8,31.5,1254,0.000718,OK
1344,12,5,22,306,384,6732,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,12,6,22,367,384,8074,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,13,1,20,68,128,1360,7168,2048,8,61.3,652,0.000718,OK
1344,13,2,20,135,256,2700,7168,1024,8,46.2,857,0.000718,OK
1344,13,3,20,202,256,4040,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,13,4,20,269,384,5380,7168,512,8,37.7,1046,0.000718,OK
1344,13,5,20,336,384,6720,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,14,1,19,71,128,1349,7168,2048,8,58.5,677,0.000717,OK
1344,14,2,19,142,256,2698,7168,1024,8,43.9,902,0.000717,OK
1344,14,3,19,213,256,4047,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,14,4,19,283,384,5377,7168,512,8,35.3,1118,0.000717,OK
1344,14,5,19,354,384,6726,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,15,1,18,75,128,1350,7168,2048,8,55.7,711,0.000719,OK
1344,15,2,18,150,256,2700,7168,1024,8,43.3,916,0.000717,OK
1344,15,3,18,224,256,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,15,4,18,299,384,5382,7168,512,8,35.1,1124,0.000717,OK
1344,16,1,16,84,128,1344,7168,2048,8,49.9,790,0.000722,OK
1344,16,2,16,168,256,2688,7168,1024,8,38.0,1037,0.000719,OK
1344,16,3,16,252,256,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,16,4,16,336,384,5376,7168,512,8,31.6,1247,0.000716,OK
1344,17,1,16,84,128,1344,7168,2048,8,50.3,784,0.000717,OK
1344,17,2,16,168,256,2688,7168,1024,8,38.1,1035,0.000719,OK
1344,17,3,16,252,256,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,17,4,16,336,384,5376,7168,512,8,31.8,1243,0.000717,OK
1344,18,1,15,90,128,1350,7168,2048,8,47.8,829,0.000718,OK
1344,18,2,15,180,256,2700,7168,1024,8,38.0,1042,0.000717,OK
1344,18,3,15,269,384,4035,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,18,4,15,359,384,5385,7168,512,8,29.9,1323,0.000716,OK
1344,19,1,14,96,128,1344,7168,2048,8,44.8,880,0.000716,OK
1344,19,2,14,192,256,2688,7168,1024,8,34.6,1140,0.000716,OK
1344,19,3,14,288,384,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,20,1,13,104,128,1352,7168,2048,8,42.4,937,0.000718,OK
1344,20,2,13,207,256,2691,7168,1024,8,32.9,1201,0.000716,OK
1344,20,3,13,311,384,4043,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,21,1,13,104,128,1352,7168,2048,8,42.2,941,0.000717,OK
1344,21,2,13,207,256,2691,7168,1024,8,32.9,1202,0.000716,OK
1344,21,3,13,311,384,4043,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,22,1,12,112,128,1344,7168,2048,8,38.9,1013,0.000716,OK
1344,22,2,12,224,256,2688,7168,1024,8,31.7,1243,0.000716,OK
1344,22,3,12,336,384,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,23,1,12,112,128,1344,7168,2048,8,39.2,1007,0.000716,OK
1344,23,2,12,224,256,2688,7168,1024,8,31.7,1244,0.000716,OK
1344,23,3,12,336,384,4032,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,24,1,11,123,128,1353,7168,2048,8,36.8,1079,0.000716,OK
1344,24,2,11,245,256,2695,7168,1024,8,28.6,1381,0.000717,OK
1344,24,3,11,367,384,4037,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1344,25,1,11,123,128,1353,7168,2048,8,36.9,1077,0.000717,OK
1344,25,2,11,245,256,2695,7168,1024,8,28.8,1376,0.000716,OK
1344,26,1,10,135,256,1350,7168,2048,8,46.5,852,0.000714,OK
1344,26,2,10,269,384,2690,7168,1024,8,35.2,1123,0.000717,OK
1344,27,1,10,135,256,1350,7168,2048,8,46.4,854,0.000716,OK
1344,27,2,10,269,384,2690,7168,1024,8,35.2,1123,0.000716,OK
1344,28,1,10,135,256,1350,7168,2048,8,46.4,854,0.000717,OK
1344,28,2,10,269,384,2690,7168,1024,8,35.3,1119,0.000715,OK
1344,29,1,9,150,256,1350,7168,2048,8,41.3,959,0.000715,OK
1344,29,2,9,299,384,2691,7168,1024,8,31.7,1246,0.000714,OK
1344,30,1,9,150,256,1350,7168,2048,8,41.4,957,0.000714,OK
1344,30,2,9,299,384,2691,7168,1024,8,31.7,1247,0.000714,OK
1344,31,1,9,150,256,1350,7168,2048,8,41.3,960,0.000717,OK
1344,31,2,9,299,384,2691,7168,1024,8,31.6,1248,0.000715,OK
1344,32,1,8,168,256,1344,7168,2048,8,38.8,1016,0.000713,OK
1344,32,2,8,336,384,2688,7168,1024,8,28.8,1371,0.000716,OK
1344,33,1,8,168,256,1344,7168,2048,8,38.9,1015,0.000715,OK
1344,33,2,8,336,384,2688,7168,1024,8,28.8,1369,0.000717,OK
1344,34,1,8,168,256,1344,7168,2048,8,38.7,1019,0.000715,OK
1344,34,2,8,336,384,2688,7168,1024,8,28.9,1364,0.000716,OK
1344,35,1,8,168,256,1344,7168,2048,8,38.8,1018,0.000715,OK
1344,35,2,8,336,384,2688,7168,1024,8,28.9,1367,0.000715,OK
1344,36,1,8,168,256,1344,7168,2048,8,38.6,1022,0.000717,OK
1344,36,2,8,336,384,2688,7168,1024,8,28.9,1367,0.000714,OK
1344,37,1,7,192,256,1344,7168,2048,8,33.4,1181,0.000715,OK
1344,38,1,7,192,256,1344,7168,2048,8,33.3,1185,0.000716,OK
1344,39,1,7,192,256,1344,7168,2048,8,33.1,1192,0.000715,OK
1344,40,1,7,192,256,1344,7168,2048,8,33.4,1182,0.000718,OK
1344,41,1,7,192,256,1344,7168,2048,8,33.4,1183,0.000716,OK
1344,42,1,7,192,256,1344,7168,2048,8,33.4,1183,0.000715,OK
1344,43,1,6,224,256,1344,7168,2048,8,30.6,1289,0.000718,OK
1344,44,1,6,224,256,1344,7168,2048,8,30.8,1280,0.000715,OK
1344,45,1,6,224,256,1344,7168,2048,8,30.7,1285,0.000714,OK
1344,46,1,6,224,256,1344,7168,2048,8,31.1,1269,0.000716,OK
1344,47,1,6,224,256,1344,7168,2048,8,30.7,1286,0.000714,OK
1344,48,1,6,224,256,1344,7168,2048,8,31.0,1271,0.000715,OK
1344,49,1,6,224,256,1344,7168,2048,8,30.7,1286,0.000717,OK
1344,50,1,6,224,256,1344,7168,2048,8,30.9,1276,0.000714,OK
1344,51,1,6,224,256,1344,7168,2048,8,30.7,1284,0.000715,OK
1344,52,1,5,269,384,1345,7168,2048,8,34.6,1141,0.000713,OK
1344,53,1,5,269,384,1345,7168,2048,8,34.4,1148,0.000714,OK
1344,54,1,5,269,384,1345,7168,2048,8,34.7,1139,0.000715,OK
1344,55,1,5,269,384,1345,7168,2048,8,34.5,1144,0.000716,OK
1344,56,1,5,269,384,1345,7168,2048,8,34.4,1148,0.000715,OK
1344,57,1,5,269,384,1345,7168,2048,8,34.6,1141,0.000714,OK
1344,58,1,5,269,384,1345,7168,2048,8,34.5,1145,0.000716,OK
1344,59,1,5,269,384,1345,7168,2048,8,34.5,1144,0.000715,OK
1344,60,1,5,269,384,1345,7168,2048,8,34.6,1142,0.000715,OK
1344,61,1,5,269,384,1345,7168,2048,8,34.4,1146,0.000714,OK
1344,62,1,5,269,384,1345,7168,2048,8,34.3,1150,0.000715,OK
1344,63,1,5,269,384,1345,7168,2048,8,34.5,1143,0.000714,OK
1344,64,1,4,336,384,1344,7168,2048,8,27.8,1420,0.000714,OK
1344,65,1,4,336,384,1344,7168,2048,8,27.7,1425,0.000714,OK
1344,66,1,4,336,384,1344,7168,2048,8,27.7,1423,0.000715,OK
1344,67,1,4,336,384,1344,7168,2048,8,27.6,1429,0.000714,OK
1344,68,1,4,336,384,1344,7168,2048,8,27.9,1416,0.000716,OK
1344,69,1,4,336,384,1344,7168,2048,8,27.6,1428,0.000714,OK
1344,70,1,4,336,384,1344,7168,2048,8,27.8,1420,0.000716,OK
1344,71,1,4,336,384,1344,7168,2048,8,27.6,1428,0.000713,OK
1344,72,1,4,336,384,1344,7168,2048,8,27.8,1422,0.000714,OK
1824,1,1,256,8,128,2048,7168,2048,8,612.3,98,0.000734,OK
1824,1,2,256,15,128,3840,7168,1024,8,347.5,162,0.000730,OK
1824,1,3,256,22,128,5632,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
1824,1,4,256,29,128,7424,7168,512,8,228.7,238,0.000728,OK
1824,1,5,256,36,128,9216,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
