base_bs,batch_size,kv_len,tp,num_q_heads,num_kv_heads,head_dim,page_size,time_us,status
288,12672,256,44,3,1,128,32,231.81,OK
288,12960,256,45,3,1,128,32,236.61,OK
288,13248,256,46,3,1,128,32,242.43,OK
288,13536,256,47,3,1,128,32,247.07,OK
288,13824,256,48,2,1,128,32,250.18,OK
288,14112,256,49,2,1,128,32,254.69,OK
288,14400,256,50,2,1,128,32,260.51,OK
288,14688,256,51,2,1,128,32,265.38,OK
288,14976,256,52,2,1,128,32,269.73,OK
288,15264,256,53,2,1,128,32,275.33,OK
288,15552,256,54,2,1,128,32,279.87,OK
288,15840,256,55,2,1,128,32,285.02,OK
288,16128,256,56,2,1,128,32,289.92,OK
288,16416,256,57,2,1,128,32,295.30,OK
288,16704,256,58,2,1,128,32,300.00,OK
288,16992,256,59,2,1,128,32,305.54,OK
288,17280,256,60,2,1,128,32,309.95,OK
288,17568,256,61,2,1,128,32,314.56,OK
288,17856,256,62,2,1,128,32,319.94,OK
288,18144,256,63,2,1,128,32,324.67,OK
288,18432,256,64,2,1,128,32,330.11,OK
288,18720,256,65,2,1,128,32,334.91,OK
288,19008,256,66,2,1,128,32,340.35,OK
288,19296,256,67,2,1,128,32,344.70,OK
288,19584,256,68,2,1,128,32,349.22,OK
288,19872,256,69,2,1,128,32,354.72,OK
288,20160,256,70,2,1,128,32,359.30,OK
288,20448,256,71,2,1,128,32,364.93,OK
288,20736,256,72,2,1,128,32,369.66,OK
328,328,256,1,96,8,128,32,57.79,OK
328,656,256,2,48,4,128,32,57.79,OK
328,984,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
328,1312,256,4,24,2,128,32,57.79,OK
328,1640,256,5,20,2,128,32,70.05,OK
328,1968,256,6,16,2,128,32,80.45,OK
328,2296,256,7,14,2,128,32,92.67,OK
328,2624,256,8,12,1,128,32,57.79,OK
328,2952,256,9,11,1,128,32,63.94,OK
328,3280,256,10,10,1,128,32,70.02,OK
328,3608,256,11,9,1,128,32,75.17,OK
328,3936,256,12,8,1,128,32,80.86,OK
328,4264,256,13,8,1,128,32,86.43,OK
328,4592,256,14,7,1,128,32,92.58,OK
328,4920,256,15,7,1,128,32,98.37,OK
328,5248,256,16,6,1,128,32,103.74,OK
328,5576,256,17,6,1,128,32,109.60,OK
328,5904,256,18,6,1,128,32,115.68,OK
328,6232,256,19,6,1,128,32,121.25,OK
328,6560,256,20,5,1,128,32,126.30,OK
328,6888,256,21,5,1,128,32,131.58,OK
328,7216,256,22,5,1,128,32,138.21,OK
328,7544,256,23,5,1,128,32,143.84,OK
328,7872,256,24,4,1,128,32,148.13,OK
328,8200,256,25,4,1,128,32,154.30,OK
328,8528,256,26,4,1,128,32,160.16,OK
328,8856,256,27,4,1,128,32,165.28,OK
328,9184,256,28,4,1,128,32,171.30,OK
328,9512,256,29,4,1,128,32,177.18,OK
328,9840,256,30,4,1,128,32,183.30,OK
328,10168,256,31,4,1,128,32,188.86,OK
328,10496,256,32,3,1,128,32,193.22,OK
328,10824,256,33,3,1,128,32,199.36,OK
328,11152,256,34,3,1,128,32,205.44,OK
328,11480,256,35,3,1,128,32,211.36,OK
328,11808,256,36,3,1,128,32,216.51,OK
328,12136,256,37,3,1,128,32,221.92,OK
328,12464,256,38,3,1,128,32,228.29,OK
328,12792,256,39,3,1,128,32,234.46,OK
328,13120,256,40,3,1,128,32,240.06,OK
328,13448,256,41,3,1,128,32,245.06,OK
328,13776,256,42,3,1,128,32,251.07,OK
328,14104,256,43,3,1,128,32,257.44,OK
328,14432,256,44,3,1,128,32,262.53,OK
328,14760,256,45,3,1,128,32,268.70,OK
328,15088,256,46,3,1,128,32,273.76,OK
328,15416,256,47,3,1,128,32,279.74,OK
328,15744,256,48,2,1,128,32,283.65,OK
328,16072,256,49,2,1,128,32,289.12,OK
328,16400,256,50,2,1,128,32,294.98,OK
328,16728,256,51,2,1,128,32,300.06,OK
328,17056,256,52,2,1,128,32,306.88,OK
328,17384,256,53,2,1,128,32,311.68,OK
328,17712,256,54,2,1,128,32,317.86,OK
328,18040,256,55,2,1,128,32,322.94,OK
328,18368,256,56,2,1,128,32,328.67,OK
328,18696,256,57,2,1,128,32,334.24,OK
328,19024,256,58,2,1,128,32,340.29,OK
328,19352,256,59,2,1,128,32,345.12,OK
328,19680,256,60,2,1,128,32,351.33,OK
328,20008,256,61,2,1,128,32,357.02,OK
328,20336,256,62,2,1,128,32,362.91,OK
328,20664,256,63,2,1,128,32,368.03,OK
328,20992,256,64,2,1,128,32,373.79,OK
328,21320,256,65,2,1,128,32,380.03,OK
328,21648,256,66,2,1,128,32,385.76,OK
328,21976,256,67,2,1,128,32,390.91,OK
328,22304,256,68,2,1,128,32,396.70,OK
328,22632,256,69,2,1,128,32,402.62,OK
328,22960,256,70,2,1,128,32,408.48,OK
328,23288,256,71,2,1,128,32,414.11,OK
328,23616,256,72,2,1,128,32,419.46,OK
