base_bs,batch_size,kv_len,tp,num_q_heads,num_kv_heads,head_dim,page_size,time_us,status
288,5760,1024,20,5,1,128,32,406.82,OK
288,6048,1024,21,5,1,128,32,426.43,OK
288,6336,1024,22,5,1,128,32,447.04,OK
288,6624,1024,23,5,1,128,32,466.14,OK
288,6912,1024,24,4,1,128,32,484.35,OK
288,7200,1024,25,4,1,128,32,503.84,OK
288,7488,1024,26,4,1,128,32,523.26,OK
288,7776,1024,27,4,1,128,32,543.42,OK
288,8064,1024,28,4,1,128,32,561.60,OK
288,8352,1024,29,4,1,128,32,582.56,OK
288,8640,1024,30,4,1,128,32,601.76,OK
288,8928,1024,31,4,1,128,32,621.18,OK
288,9216,1024,32,3,1,128,32,640.26,OK
288,9504,1024,33,3,1,128,32,659.87,OK
288,9792,1024,34,3,1,128,32,679.14,OK
288,10080,1024,35,3,1,128,32,699.36,OK
288,10368,1024,36,3,1,128,32,719.23,OK
288,10656,1024,37,3,1,128,32,738.34,OK
288,10944,1024,38,3,1,128,32,758.43,OK
288,11232,1024,39,3,1,128,32,777.57,OK
288,11520,1024,40,3,1,128,32,797.12,OK
288,11808,1024,41,3,1,128,32,817.44,OK
288,12096,1024,42,3,1,128,32,836.96,OK
288,12384,1024,43,3,1,128,32,856.74,OK
288,12672,1024,44,3,1,128,32,875.20,OK
288,12960,1024,45,3,1,128,32,896.03,OK
288,13248,1024,46,3,1,128,32,915.87,OK
288,13536,1024,47,3,1,128,32,934.37,OK
288,13824,1024,48,2,1,128,32,951.62,OK
288,14112,1024,49,2,1,128,32,970.43,OK
288,14400,1024,50,2,1,128,32,989.92,OK
288,14688,1024,51,2,1,128,32,1009.06,OK
288,14976,1024,52,2,1,128,32,1029.02,OK
288,15264,1024,53,2,1,128,32,1048.00,OK
288,15552,1024,54,2,1,128,32,1068.42,OK
288,15840,1024,55,2,1,128,32,1088.83,OK
288,16128,1024,56,2,1,128,32,1107.23,OK
288,16416,1024,57,2,1,128,32,1127.42,OK
288,16704,1024,58,2,1,128,32,1146.24,OK
288,16992,1024,59,2,1,128,32,1166.18,OK
288,17280,1024,60,2,1,128,32,1186.18,OK
288,17568,1024,61,2,1,128,32,1206.30,OK
288,17856,1024,62,2,1,128,32,1225.38,OK
288,18144,1024,63,2,1,128,32,1244.42,OK
288,18432,1024,64,2,1,128,32,1264.03,OK
288,18720,1024,65,2,1,128,32,1284.13,OK
288,19008,1024,66,2,1,128,32,1303.52,OK
288,19296,1024,67,2,1,128,32,1323.39,OK
288,19584,1024,68,2,1,128,32,1342.11,OK
288,19872,1024,69,2,1,128,32,1362.88,OK
288,20160,1024,70,2,1,128,32,1381.31,OK
288,20448,1024,71,2,1,128,32,1401.79,OK
288,20736,1024,72,2,1,128,32,1421.57,OK
328,328,1024,1,96,8,128,32,193.89,OK
328,656,1024,2,48,4,128,32,194.94,OK
328,984,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
328,1312,1024,4,24,2,128,32,195.62,OK
328,1640,1024,5,20,2,128,32,240.29,OK
328,1968,1024,6,16,2,128,32,283.84,OK
328,2296,1024,7,14,2,128,32,328.42,OK
328,2624,1024,8,12,1,128,32,193.82,OK
328,2952,1024,9,11,1,128,32,217.54,OK
328,3280,1024,10,10,1,128,32,240.00,OK
328,3608,1024,11,9,1,128,32,262.53,OK
328,3936,1024,12,8,1,128,32,283.71,OK
328,4264,1024,13,8,1,128,32,306.11,OK
328,4592,1024,14,7,1,128,32,328.99,OK
328,4920,1024,15,7,1,128,32,351.58,OK
328,5248,1024,16,6,1,128,32,373.44,OK
328,5576,1024,17,6,1,128,32,395.87,OK
328,5904,1024,18,6,1,128,32,418.21,OK
328,6232,1024,19,6,1,128,32,440.77,OK
328,6560,1024,20,5,1,128,32,462.05,OK
328,6888,1024,21,5,1,128,32,485.76,OK
328,7216,1024,22,5,1,128,32,507.58,OK
328,7544,1024,23,5,1,128,32,529.73,OK
328,7872,1024,24,4,1,128,32,548.54,OK
328,8200,1024,25,4,1,128,32,571.04,OK
328,8528,1024,26,4,1,128,32,594.30,OK
328,8856,1024,27,4,1,128,32,617.18,OK
328,9184,1024,28,4,1,128,32,639.42,OK
328,9512,1024,29,4,1,128,32,661.86,OK
328,9840,1024,30,4,1,128,32,683.39,OK
328,10168,1024,31,4,1,128,32,705.57,OK
328,10496,1024,32,3,1,128,32,727.74,OK
328,10824,1024,33,3,1,128,32,749.73,OK
328,11152,1024,34,3,1,128,32,773.57,OK
328,11480,1024,35,3,1,128,32,795.01,OK
328,11808,1024,36,3,1,128,32,817.54,OK
328,12136,1024,37,3,1,128,32,839.10,OK
328,12464,1024,38,3,1,128,32,861.54,OK
328,12792,1024,39,3,1,128,32,883.87,OK
328,13120,1024,40,3,1,128,32,906.18,OK
328,13448,1024,41,3,1,128,32,928.93,OK
328,13776,1024,42,3,1,128,32,951.23,OK
328,14104,1024,43,3,1,128,32,973.86,OK
328,14432,1024,44,3,1,128,32,996.35,OK
328,14760,1024,45,3,1,128,32,1018.94,OK
328,15088,1024,46,3,1,128,32,1041.06,OK
328,15416,1024,47,3,1,128,32,1063.62,OK
328,15744,1024,48,2,1,128,32,1081.76,OK
328,16072,1024,49,2,1,128,32,1103.20,OK
328,16400,1024,50,2,1,128,32,1125.70,OK
328,16728,1024,51,2,1,128,32,1148.22,OK
328,17056,1024,52,2,1,128,32,1170.75,OK
328,17384,1024,53,2,1,128,32,1193.12,OK
328,17712,1024,54,2,1,128,32,1215.20,OK
328,18040,1024,55,2,1,128,32,1237.57,OK
328,18368,1024,56,2,1,128,32,1260.29,OK
328,18696,1024,57,2,1,128,32,1282.43,OK
328,19024,1024,58,2,1,128,32,1304.93,OK
328,19352,1024,59,2,1,128,32,1327.26,OK
328,19680,1024,60,2,1,128,32,1349.31,OK
328,20008,1024,61,2,1,128,32,1371.14,OK
328,20336,1024,62,2,1,128,32,1393.60,OK
328,20664,1024,63,2,1,128,32,1415.87,OK
328,20992,1024,64,2,1,128,32,1438.40,OK
328,21320,1024,65,2,1,128,32,1460.86,OK
328,21648,1024,66,2,1,128,32,1483.10,OK
328,21976,1024,67,2,1,128,32,1504.64,OK
328,22304,1024,68,2,1,128,32,1527.58,OK
328,22632,1024,69,2,1,128,32,1550.37,OK
328,22960,1024,70,2,1,128,32,1572.10,OK
328,23288,1024,71,2,1,128,32,1594.69,OK
328,23616,1024,72,2,1,128,32,1616.26,OK
